epoch: 0	train ppl: 134133.59644494246	val ppl: 4875.696682311394	best val: 4875.696682311394	time (s) spent in epoch: 68.35554218292236
epoch: 1	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.78081178665161
epoch: 2	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.05690002441406
epoch: 3	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08576989173889
epoch: 4	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08491683006287
epoch: 5	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.05468463897705
epoch: 6	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08927655220032
epoch: 7	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.05420470237732
epoch: 8	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08074569702148
epoch: 9	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08330202102661
epoch: 10	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08389401435852
epoch: 11	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.07662057876587
epoch: 12	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.07461953163147
epoch: 13	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.07363724708557
epoch: 14	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.07452583312988
epoch: 15	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08353757858276
epoch: 16	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.04888653755188
epoch: 17	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08917331695557
epoch: 18	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.06929397583008
epoch: 19	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08618211746216
epoch: 20	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.03872871398926
epoch: 21	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.0713324546814
epoch: 22	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.08701157569885
epoch: 23	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.10415267944336
epoch: 24	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.07516479492188
epoch: 25	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.10218858718872
epoch: 26	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.07453346252441
epoch: 27	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.07923984527588
epoch: 28	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.06091022491455
epoch: 29	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.07654547691345
epoch: 30	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.11915802955627
epoch: 31	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.03660249710083
epoch: 32	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.07477116584778
epoch: 33	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.05774331092834
epoch: 34	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.06207132339478
epoch: 35	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.047128200531
epoch: 36	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.05466198921204
epoch: 37	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.04698061943054
epoch: 38	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.02457571029663
epoch: 39	train ppl: nan	val ppl: nan	best val: 4875.696682311394	time (s) spent in epoch: 67.05382132530212
